Customer_ID,Name,Email,Gender,Age,City,Country,Date_of_Purchase,Product_Category,Purchase_Amount,Payment_Method,Loyalty_Member,Satisfaction_Score
f30d6ea3-951c-4200-9f30-f2f53226786f,Laura Woods,jennifer79@gmail.com,Female,34,Shawland,Morocco,06/01/2024,Electronics,445.42,Credit Card,No,4
a0819bf5-6940-440c-a45e-e904717d0042,Patrick Wilson,williamsjeremy@taylor-robinson.com,Male,62,Port Scotthaven,Malaysia,16/04/2025,Beauty,774.17,Bank Transfer,Yes,4
5e4ce90b-badf-4b75-8ce0-681924c61f93,Ryan Robles,alvarezwendy@yahoo.com,Male,49,Kimberlyburgh,Sierra Leone,28/06/2023,Clothing,521.49,Credit Card,Yes,1
4526aeed-47a0-4cda-a333-639f387364c1,Julia Evans,hensleytravis@smith.com,Female,65,Kathleenland,Singapore,09/07/2024,Books,613.6,PayPal,No,3
70ce68ab-7ec9-4f95-a54d-ce58044e2d9b,Jennifer Cooper,cswanson@barber-copeland.com,Other,39,Stephanieberg,Congo,21/08/2024,Home,726.51,Credit Card,Yes,4
64076750-4810-4252-994d-4c03715474b9,Amanda Phillips DDS,dakota56@hartman-skinner.biz,Other,21,Hallfurt,Cocos (Keeling) Islands,23/06/2023,Home,34.77,Bank Transfer,No,2
f163ebe1-b6dd-4f35-8ee5-03e3298d4c45,Peter Hines,alicia60@gmail.com,Female,22,East Brianton,Benin,04/07/2023,Beauty,574.94,Debit Card,Yes,4
b9dc86a9-23c5-40d2-a2ab-e6e372f34ed1,Lauren Farrell,cruzjames@gmail.com,Male,54,Coxshire,Denmark,15/06/2024,Clothing,885.35,Bank Transfer,Yes,4
6961a383-dcee-42eb-8351-c35967396010,Zachary Allison,zjohnson@esparza-joseph.com,Male,58,North Thomas,Somalia,30/07/2023,Beauty,27.21,PayPal,Yes,2
231f1676-98a7-477b-a149-90edabe07080,Scott Lin,ellisonsean@parker.info,Male,66,South Kristopher,Slovakia (Slovak Republic),29/08/2023,Electronics,411.13,PayPal,Yes,3
cc7570cc-8e32-4bbf-84fb-7e52583475e1,Michaela Lynch,danielle05@gmail.com,Female,30,Birdmouth,Italy,07/07/2023,Books,926.97,Bank Transfer,Yes,1
7df9e116-df58-465f-bef0-e0f11791de3c,Jeremy Clay,aaronsanchez@martin.com,Female,51,Port Chaseland,Denmark,20/10/2023,Books,359.62,Bank Transfer,No,4
79613250-d375-4185-a019-89d1b998d301,James Ewing,adam39@hotmail.com,Female,62,Rossborough,Niger,02/08/2024,Electronics,464.14,Debit Card,No,4
0c35bf2d-ec4f-4141-a26c-d59aec3e83c3,Matthew Macias,kevinboyd@yahoo.com,Other,39,Rebeccaview,Sri Lanka,06/10/2024,Sports,981.73,PayPal,No,4
b30408fa-90bf-447e-a935-72d3fb6333cb,Katherine Carey,smithkelly@gmail.com,Other,40,New Christopher,Cyprus,10/03/2025,Home,207.33,Credit Card,No,3
c4e49929-1119-4b23-9a0f-7242eeb7591f,James Hall,cbrown@gmail.com,Other,68,New John,Moldova,01/08/2023,Sports,74.6,Bank Transfer,No,2
65b411ed-05d1-4737-8377-be10c719f5ea,John Powell,robinsonchristy@wright.com,Other,20,New Linda,India,22/05/2023,Books,860.83,PayPal,No,2
8895d134-acb4-45c3-8623-a5caefc35842,Robert Ward,jhuff@gmail.com,Female,59,New Richard,Senegal,28/12/2024,Beauty,869.78,Debit Card,Yes,2
31fd1e5e-f865-41ef-9131-45d24346cce5,Adam Hansen,finleyrachel@love.com,Female,51,Diazhaven,Mozambique,04/11/2024,Clothing,477.36,PayPal,Yes,2
3b6bc3b7-7430-4740-b3e1-f2af32ccea25,Craig Dixon,stephanie96@flores.com,Other,49,Williamshaven,Austria,10/01/2024,Clothing,519.07,Credit Card,Yes,2
f4460236-21f6-4088-afef-124616d4f2f7,Laura Davis,wallsbrian@gmail.com,Male,62,Lopezfurt,Iran,29/10/2023,Home,837.45,PayPal,Yes,2
b704eced-5b9d-442d-906f-6bc0ee6f5a9c,Thomas Leon,ebenson@gmail.com,Female,68,South Hannahland,Jordan,02/05/2023,Home,741.17,Debit Card,No,4
5840f425-33de-4f96-abd6-f0fbee3c8687,April Duke,hudsonbrandon@bennett.org,Female,66,Carlyberg,France,21/05/2023,Sports,272.5,Credit Card,No,4
1bd4a24e-66bc-4735-b605-070bea732391,Linda Galloway,dan52@medina-cox.com,Female,38,South Marie,Grenada,01/10/2024,Books,26.72,PayPal,No,2
14433a8e-ed5a-4ddc-8b70-80c27799f25b,Mr. Kevin Shaw,carolparker@hotmail.com,Male,63,South Ashleyside,Sierra Leone,28/05/2023,Home,484.9,PayPal,No,2
d97bd00e-3475-4171-82b9-64d676d96b12,Melanie Martinez,kjimenez@yahoo.com,Male,61,Erinside,Romania,15/10/2024,Beauty,860.32,Bank Transfer,Yes,3
2a0dc97e-e85a-4565-a62c-54bbff011f14,Jacqueline Mccarthy,hendricksbernard@gmail.com,Female,38,Mcdanielfort,Cote d'Ivoire,11/06/2024,Electronics,896.88,Bank Transfer,No,3
9a596f63-141e-4659-9a06-2a0ead938d1a,Dean Clay,howellpaul@carroll.info,Male,61,Rickyland,Micronesia,20/10/2023,Electronics,956.66,Bank Transfer,No,5
1cd4aa85-613c-426a-801e-700629d374d6,April Zamora,david62@evans.com,Male,28,Lake John,Algeria,26/05/2024,Electronics,880.77,Debit Card,Yes,4
3cebcc1d-6c01-4c07-8016-215d3807ef3a,Brianna Bullock,wtanner@yahoo.com,Male,56,Samanthashire,Holy See (Vatican City State),17/07/2023,Clothing,584.24,PayPal,Yes,2
ab6d0f79-fac3-48c1-8367-4372d33e2b2c,Eric Randall,turnerwendy@gmail.com,Other,21,Johntown,Botswana,03/05/2024,Beauty,450.16,Debit Card,No,4
7ee958ac-77bd-40de-a1e2-19ce51587417,William Gutierrez,collinslinda@yahoo.com,Male,68,Thomasbury,Belize,12/04/2024,Electronics,777.1,PayPal,Yes,5
584fa41f-f9f7-452c-92cc-adb28bce0c24,Michael Howard,marilyn11@copeland.com,Male,18,East Charlene,Lithuania,12/02/2024,Sports,742.42,Bank Transfer,Yes,3
37df79d8-30bd-473a-9f0b-2be660404c51,Jason White,timothyvillanueva@hotmail.com,Other,45,East Teresachester,Panama,26/09/2023,Sports,542.76,Bank Transfer,No,5
aaf9ee3e-e432-437d-9307-afb6728ea994,William Olsen,eric58@wiley-hernandez.com,Male,41,Johnstonborough,Kenya,25/02/2025,Clothing,96.45,Bank Transfer,No,1
43bcbd12-4e9d-4db6-8bf6-60638b917e2d,Daniel Burnett,isnyder@yahoo.com,Other,52,North Michellemouth,Hungary,29/04/2025,Electronics,926.82,Credit Card,No,3
f613aed3-b9da-42b4-8c97-560197b1afbd,Paul Thompson,lisaross@dean.com,Other,30,Jasminemouth,Moldova,22/08/2024,Home,461.05,PayPal,No,4
52b19d01-942c-4a0c-9d53-abe12b2f8082,Miss Kelly Johnson,markadams@lindsey.biz,Male,64,Callahanberg,Tonga,27/02/2025,Home,369.7,Debit Card,Yes,3
65454a72-dd37-4743-a40e-d1db0c3badd8,Bailey Schroeder,hpatrick@green.net,Male,51,Kellyfurt,Tuvalu,02/02/2024,Home,633.27,Credit Card,No,5
f91bad40-0b02-4156-82a0-f6e94b44aa71,Angela Sullivan,jordanwilliams@rogers.info,Female,28,West Tracystad,Germany,21/01/2024,Beauty,677.1,Credit Card,Yes,2
46801378-6e60-4c2f-9832-3765d1452528,Justin West,matthew07@hotmail.com,Other,53,North Anthony,British Virgin Islands,29/07/2023,Books,218.58,Bank Transfer,No,5
3c8bc189-0d8a-4cc6-beb3-a85548e61273,Elizabeth Wallace,michelleconner@gmail.com,Other,68,Port Elizabeth,Nigeria,10/12/2023,Sports,838.57,PayPal,Yes,5
400840cb-ae9a-4f14-b473-b11a73a524c1,Laura Friedman,dawn10@harrison.com,Male,34,Michaelburgh,Comoros,08/09/2023,Sports,297.04,Bank Transfer,Yes,2
786c014f-65fa-44a1-9a03-7833d4fdfad6,Meghan Frazier,hillmichaela@torres.com,Female,52,Michaelhaven,Austria,18/01/2024,Electronics,194.82,Debit Card,Yes,4
244b405a-ed7c-420d-9bb8-68d588c023d7,Allison Burnett,xjones@malone-salazar.net,Other,35,South Karenhaven,Anguilla,18/05/2024,Home,412.34,Bank Transfer,Yes,4
ca7ad5f3-bdac-4371-b694-9bb0e7b0e27d,John Williams,kgarcia@gmail.com,Female,57,Georgeview,Mexico,17/08/2023,Electronics,733.25,Credit Card,No,3
2b99f902-836d-443f-aad2-9f817fe99b4f,Jessica Charles,zcoleman@ashley-johnson.info,Other,39,South Riley,Cook Islands,25/05/2024,Beauty,965.8,Bank Transfer,No,5
039663d0-133e-471e-afc8-2f4dea489dae,Garrett Thomas,jonathanlopez@hotmail.com,Other,41,East Rebecca,Botswana,29/07/2023,Electronics,811.19,PayPal,Yes,3
179ee93b-a399-4919-a956-8d7dd57e4322,Julia Wheeler,hector50@yahoo.com,Male,36,Laceyport,Guernsey,20/09/2023,Sports,940.94,Bank Transfer,No,2
d2152070-e4ee-41bc-bdd7-e170e0d0807c,John Mason,mccannstephanie@yahoo.com,Other,54,South Jenniferborough,United States Minor Outlying Islands,01/03/2025,Sports,149.2,PayPal,No,1
2eb13e3c-d3cb-4d14-8947-494f96c84002,Angela Jordan,danielskevin@howard.info,Male,56,Harrisport,Honduras,02/05/2024,Beauty,80.47,Credit Card,No,4
42d757a8-3181-449e-a0d6-04221a32d219,Katherine Hobbs,johnsoncynthia@yahoo.com,Other,38,Lake Angelastad,Jersey,26/10/2023,Sports,562.13,Debit Card,Yes,2
6b7c7396-f942-4cb2-ae3a-da8b84f900cb,Tony Johnson,justinharris@yahoo.com,Male,25,Acostaton,Botswana,05/04/2024,Sports,297.39,Bank Transfer,Yes,4
5713412e-8bce-4a58-9290-a83a2bef4363,Jerome Ruiz,emily91@williams.info,Other,45,Lauraview,Dominican Republic,20/07/2023,Home,829.77,Debit Card,Yes,3
c8ce14bb-7dc6-4851-946a-537bbc0b55fe,Todd Williams,martha82@yahoo.com,Male,22,Pamelatown,Tanzania,07/03/2024,Electronics,675.27,Bank Transfer,Yes,1
701c3f0c-9b43-424c-afd0-c396bb31caeb,Adam Wong,reedmichael@yahoo.com,Male,34,Kaylahaven,Syrian Arab Republic,22/11/2024,Electronics,971.02,Bank Transfer,Yes,5
ddd86b0e-6d0f-4ded-8204-52883bde8b66,Michael Parker,robertsmary@walls.com,Other,54,Duffychester,Russian Federation,27/10/2023,Electronics,262.24,Credit Card,Yes,4
d2924079-dfee-44b1-bb4c-0646d38a9b74,Jorge Taylor,amanda86@hotmail.com,Male,53,South Gabrielatown,Austria,27/04/2024,Beauty,490.93,Credit Card,No,5
1d6faffb-e06b-4e1f-be37-2c8d8a137d8d,Christopher Johnson,jayperez@hotmail.com,Female,36,Tammyville,Gabon,21/02/2024,Sports,506.23,Bank Transfer,No,3
8b239607-2d5e-414d-83ea-b8b5d91b8378,Christopher Green,charlesmartinez@moore.info,Female,44,Leslieland,Georgia,22/10/2023,Home,246.79,Bank Transfer,No,4
688e8d5d-5185-4418-bef4-4a33ae78dd3f,Michael Lopez,dylan87@melendez-ayala.net,Female,51,Tiffanyburgh,Samoa,31/12/2023,Home,594.19,Debit Card,No,3
928a77e5-3a99-4bcb-96a6-0db50776d49a,Brittany Khan,lclark@thomas.com,Male,28,Port Jessicafort,Kuwait,09/06/2024,Electronics,448.85,Bank Transfer,Yes,5
bd210b7d-f5b3-40ab-b31b-d233c011c674,Isaac Cooke,kaitlyn54@gmail.com,Other,62,South Michael,Gibraltar,25/09/2024,Beauty,452.25,Bank Transfer,Yes,3
b3ebf780-c91d-45c7-be29-d9a105ddffbf,Allison King,williamsryan@gutierrez.info,Female,64,Jasminehaven,Martinique,02/08/2024,Electronics,369.11,Credit Card,Yes,3
a2fb8131-b81c-4f50-8b6a-cc4396af3fcb,Collin Cobb,robin73@hotmail.com,Female,29,Lake Jeremy,Albania,16/04/2025,Beauty,26.76,Debit Card,No,3
ed56c7c7-ae45-4311-a71c-ae756dbe934e,Gregory Murphy,cindy56@berry.net,Other,38,Port Timborough,Malaysia,09/04/2025,Clothing,526.87,PayPal,No,2
7a7342fc-741d-4857-9e76-7433fe956f4a,Jeremy Price,ubanks@hotmail.com,Male,28,Webbstad,Philippines,16/04/2024,Home,341.9,Debit Card,No,2
dc6434ef-6714-4ea1-8fa3-8669b33a82a9,Louis Robinson,stephanie39@gmail.com,Male,56,Joefurt,Macedonia,04/05/2024,Electronics,11.31,PayPal,Yes,4
e67ae19a-3c67-46b0-bf18-4a88f02d81dd,Lance Morris,yjohnson@hernandez.com,Other,45,Port Stephenton,Guernsey,26/05/2024,Sports,314.86,Bank Transfer,No,3
cebf3ea4-c7a6-4982-84ad-d36e67b3a154,Mary Thompson,zwagner@smith.com,Other,22,Riverahaven,Congo,01/05/2023,Books,285.84,Bank Transfer,No,3
03f54e71-cada-4d4a-9c2f-952c2583eb38,Timothy Lamb,acevedorachael@hotmail.com,Other,34,Cookehaven,Oman,13/12/2024,Home,399.51,Bank Transfer,No,3
6049315b-0093-4d5e-83b8-a22b5d764bc4,William Hernandez,fredfry@wheeler.com,Male,37,West Taylorbury,Anguilla,04/07/2023,Electronics,140.53,Credit Card,Yes,2
a8ae5c67-1598-403e-a4c4-e6ca8a661d77,Mary Lee,freemanalyssa@hotmail.com,Female,58,New Kendra,Hungary,12/05/2023,Sports,512.61,Credit Card,Yes,5
39520c71-2e31-4772-abc2-bdd4d736d90c,Donna Gonzalez,tyler42@ferguson-norton.com,Female,63,Lake Tony,Zimbabwe,18/07/2024,Books,695.52,Bank Transfer,No,3
ac83995b-53f0-4378-996b-f99fa1119bb1,Brian Young,zcummings@snyder.net,Other,29,Lake Deborahstad,Nicaragua,19/02/2025,Books,633.88,PayPal,No,1
64b30768-fdfd-484e-9610-7d9028c27491,Jonathan Diaz,lwilliams@fernandez.com,Male,23,Phillipsport,Nauru,02/10/2024,Home,805.72,Bank Transfer,Yes,4
5db4d496-a8d8-4b3d-9f9a-7704adc25f16,Lisa Chavez,nancyhernandez@yahoo.com,Other,34,Timothychester,Antarctica (the territory South of 60 deg S),29/12/2023,Books,457.49,Debit Card,No,2
8a00c9be-55c5-474b-86fc-40c303cc0a33,Lauren Bolton,kimberly23@hotmail.com,Other,68,Catherineborough,Croatia,23/10/2023,Sports,523.9,Bank Transfer,No,5
1adac950-efe3-455d-b281-1822fd26ce31,Kenneth Harmon,samuelhanson@carter.com,Female,36,Brandonmouth,Saint Helena,01/06/2024,Electronics,812.3,Bank Transfer,No,1
91c64854-67a9-4ca9-83d1-0cf2afceaf1a,Keith Walker,mgardner@yahoo.com,Other,43,Morganville,Angola,13/12/2023,Books,433.42,PayPal,Yes,3
85d8acf3-12a7-486c-bb84-711f267cb754,Andrea Scott,patriciamccarthy@yahoo.com,Other,65,Steeleview,Svalbard & Jan Mayen Islands,15/09/2024,Books,704.58,Credit Card,Yes,2
2c99562c-efe3-4150-8524-a1bea6bbb51c,Kathleen Sandoval,walshthomas@taylor-graham.net,Other,61,Harringtonshire,Tokelau,21/01/2025,Electronics,440.26,Debit Card,Yes,3
2384bb95-9214-49e1-bb50-d324129ff56d,Jay Coleman,torrestracy@yahoo.com,Male,61,Port Cheyenneshire,Lao People's Democratic Republic,19/02/2025,Home,423.56,Credit Card,Yes,4
f80aea02-65de-44ed-915f-bbf953cfff73,Amy Horne,iperkins@anderson.com,Female,69,New Stevenhaven,Oman,10/05/2024,Books,762.6,PayPal,Yes,2
f473c022-981b-49f9-8145-419c74ebfa0d,Stephanie Owens,lopezbrian@cordova.com,Male,49,Freemanside,Cape Verde,20/01/2024,Clothing,183.09,Bank Transfer,No,1
88c53b17-9733-4490-8eba-0d060a186676,Timothy Lopez,browngrant@yahoo.com,Other,23,Lambertville,Aruba,12/01/2024,Sports,345.2,Debit Card,No,5
3c375315-44bd-4fcd-ae8e-8200c5c734b4,Matthew Murray,antoniomills@gmail.com,Other,53,Lake Matthew,Somalia,30/10/2024,Sports,231.93,Debit Card,Yes,5
8ab72eb9-9be4-42ac-9f99-91336e11edc4,Lisa Johnson,kleinjames@gmail.com,Other,55,Davisland,Brunei Darussalam,04/05/2023,Books,365.52,Credit Card,Yes,4
de3a564a-8bf6-4e19-8889-94e749ef1088,Michael Paul,gyu@hotmail.com,Male,28,Port Ginaview,French Polynesia,29/03/2024,Clothing,238.07,Debit Card,Yes,5
207ad1d4-2888-4573-b3fd-80f20423793f,Nathan Hunter,sanchezmatthew@gmail.com,Female,50,Lopezview,Cayman Islands,09/10/2023,Home,583.61,PayPal,No,5
d9d2c703-09ac-4ba5-ab28-73e6e465aed7,Glenda Cross,bbailey@gmail.com,Male,41,Port William,Italy,20/06/2023,Books,800.19,Debit Card,Yes,4
f38ef31f-08ae-44bb-8c62-f74854b4a8a6,Christopher Hood,meyerwalter@estes.com,Male,40,Port Deborah,Monaco,02/11/2024,Clothing,788.75,PayPal,No,1
3ad41c9a-bac9-4a02-b119-5d169aec319f,Trevor Hall,valdezbrenda@yahoo.com,Female,32,Salazarbury,British Virgin Islands,02/08/2024,Sports,370.86,Debit Card,Yes,2
6ee2f9bf-8ad3-43b1-977d-d689a98d61ec,Julia Gill,ebony62@glass.com,Male,44,Kanechester,Samoa,19/06/2024,Books,988.87,Debit Card,Yes,2
b77cff4c-9925-4280-b81c-c43bf99a3620,David Palmer PhD,melindaswanson@hotmail.com,Other,28,North Kenneth,Falkland Islands (Malvinas),09/05/2023,Beauty,597.92,PayPal,Yes,4
f814af2e-81e2-4ceb-8032-8c40b1000314,Brandon Contreras,riveradeanna@yahoo.com,Male,68,South Alejandraport,Bahamas,27/10/2024,Books,405.41,Debit Card,No,3
4c52b95c-2146-47b4-a5fb-9e9a4ab7d5e0,Carmen Velez,kevinmullen@hotmail.com,Female,67,New Katherine,United Arab Emirates,24/09/2024,Books,837.18,PayPal,No,4
d89c568d-5674-4177-9b08-725ee1eaf0f2,Jennifer Jennings,wmartin@hotmail.com,Other,34,Castroview,Montenegro,21/04/2024,Books,732.58,Bank Transfer,Yes,4
8db4daaa-831f-4884-9c17-4363bc44cb36,Stacie Reid,collinsangela@yahoo.com,Male,68,Davidhaven,Anguilla,17/03/2025,Sports,751.78,Credit Card,No,4
1581f33e-a5b3-4959-90e6-81fda127f663,Adam Baker,yshelton@lang.biz,Female,31,Port Brendanview,Iceland,03/05/2023,Clothing,204.18,Credit Card,Yes,4
a045d9e6-73ad-462d-98c6-88774897c6e2,Daniel Thomas,laurajohnson@yahoo.com,Other,44,Jessicahaven,Botswana,20/08/2024,Sports,473.64,PayPal,Yes,5
f661cfdb-7537-4b16-81ed-ceb38bb27f15,Steven Horton,jeffreymoyer@yahoo.com,Female,35,North Charles,Turkmenistan,09/09/2023,Books,863.21,PayPal,Yes,5
092a2783-e9b5-4a89-804c-f6e6cf6d28c3,Veronica Diaz,john97@gmail.com,Female,45,South Alyssa,Grenada,16/03/2025,Sports,509,Bank Transfer,Yes,1
17776760-70ff-4474-a7a3-208eb1fde4de,Michael Benson,rickywalsh@hotmail.com,Male,68,Trantown,Cook Islands,03/05/2023,Electronics,686.62,Credit Card,No,4
3c3b5ed7-2dd5-4752-ac74-48f95b6047b0,Debbie Tucker,agibson@lopez-jones.net,Male,64,North Thomasburgh,Latvia,30/05/2024,Books,592.05,Bank Transfer,Yes,2
72948c64-66d2-40a7-8b41-8bdfe52b9187,Daryl Trevino,lauramurray@yahoo.com,Other,64,Port Kristenville,French Polynesia,10/10/2024,Clothing,843.93,Debit Card,Yes,3
8a0d9af8-322c-419f-ba44-167a63f78edf,Amy Mitchell,lindahill@yahoo.com,Female,21,New Alexander,Morocco,02/08/2023,Books,291.72,Credit Card,Yes,5
2fcf9246-a81f-4e5b-b8dc-2c64c4e43753,Jennifer Edwards,albert43@gmail.com,Male,24,Davilabury,Algeria,18/08/2023,Sports,579.72,PayPal,No,2
73b6b143-9d96-46dd-af14-5b3606b63727,Colleen Miles,xfitzpatrick@scott.info,Other,62,Smithshire,Venezuela,02/01/2025,Books,132,Credit Card,No,5
13f74636-c7be-4406-a165-0f34465fd96b,Mark Rodriguez,brittany02@hotmail.com,Female,52,Port Lisaland,Gibraltar,06/09/2024,Books,693.31,PayPal,No,1
b82b2b93-1040-4bf3-9d30-b0f7f6a97c38,Andrea Hickman,phillipserica@hotmail.com,Female,65,Gabrielleborough,Panama,06/01/2025,Books,734.65,Debit Card,No,3
761eb3ac-f92d-431d-a9e7-bb4fa0b8bebf,Cassandra Perez,charles90@rush.com,Male,26,North Melissa,Mongolia,01/03/2024,Beauty,52.41,Credit Card,No,5
7e129751-883e-453f-9c45-44437eb1a6f4,Kevin Armstrong,rachelfreeman@yahoo.com,Male,25,Susanburgh,Madagascar,11/05/2023,Books,679.03,PayPal,No,3
db65e8d6-2660-473f-8abe-fd88626cea12,William Patrick,contreraslisa@butler.com,Male,69,East Shannon,Vanuatu,21/06/2023,Electronics,420.54,Debit Card,No,3
6fbc2464-ea52-4c69-9318-84729fa6f3ea,Wanda Ford,gabriellesimpson@duffy-hopkins.org,Other,62,Markland,Macao,23/03/2025,Sports,132.86,PayPal,No,2
d8736d60-b7f2-4862-bf4a-3544817c781a,Garrett Joseph,jacksondennis@aguilar.biz,Male,34,Maldonadomouth,Cayman Islands,07/11/2024,Books,425.71,Debit Card,No,5
2126180a-d586-4c32-9648-94cd2766fe92,Amanda Cook,roger39@castro-house.biz,Male,34,New Samuel,Swaziland,25/10/2023,Beauty,202.29,Credit Card,No,3
32371f14-93a9-41f4-8420-3c0c51f323e6,William Martinez,kayla09@patel.biz,Other,66,Kimmouth,Qatar,18/06/2023,Beauty,421.4,Debit Card,Yes,4
09c628dd-bff0-40b9-be83-5c517e70b309,John Nelson,allisonfranklin@kelly-hernandez.biz,Other,50,Lake Jennifer,Brazil,03/11/2023,Beauty,390.5,Credit Card,Yes,3
517915b7-883a-4ef5-a4af-ade6ca600b2d,Russell Henry,cford@lynch.com,Female,49,Smithton,Heard Island and McDonald Islands,10/07/2023,Sports,741.01,PayPal,No,3
660a3bdb-002a-46c6-863e-3610ae7ae52a,Bruce Hays,cjensen@hotmail.com,Male,25,East Anna,Czech Republic,15/02/2024,Books,776.47,PayPal,Yes,5
a00d1e18-aead-403f-afad-3d7ea4bfa846,Cory Mckinney,greeneandrea@gmail.com,Male,36,South Kayla,Guadeloupe,17/11/2024,Electronics,610.96,Bank Transfer,No,4
0d477c01-5e61-4f62-bccb-9897cadb11c4,Shannon Donovan,bradleybryant@avila.com,Other,55,Stephensmouth,Kenya,12/11/2023,Home,32.46,Credit Card,No,3
07a7611d-e20d-4100-84f2-a0dbb20c651e,Sandra Hebert,nicole79@yahoo.com,Male,20,Carterland,Canada,23/06/2023,Electronics,931.71,PayPal,Yes,5
5c405fa3-de27-42ba-a50c-27d4a9dfbb1d,Kristen Davidson,lsmith@bennett-smith.biz,Other,22,Mariemouth,Greenland,31/01/2024,Home,689.37,Debit Card,No,5
61853b1a-63e1-4924-be95-c8c9c16cd93f,Bonnie Gordon,bowersarthur@reyes-murray.org,Other,30,Rodriguezfort,Mozambique,10/06/2023,Books,43.85,PayPal,Yes,3
af844b8f-54f5-42f0-9e9a-1e40ba49ccd5,Christian Jones,xbrock@rogers.com,Male,64,West Allisonborough,Bouvet Island (Bouvetoya),07/01/2024,Sports,820.64,Debit Card,No,1
07d7a393-09cf-4063-91b6-aa0174e60f83,Shawn Johnson,sanderswayne@gmail.com,Female,63,Brownview,Niue,22/04/2024,Clothing,208.26,Debit Card,No,1
4793acb1-2afc-487e-9ff4-9019ac4a7701,Rachel Williams,jamessanford@johnson.com,Other,48,Richardbury,Tanzania,01/08/2024,Home,583.43,Debit Card,No,2
c743d9f1-2d08-413f-8ab1-71e0e6571d38,Kayla Bonilla,qmays@yahoo.com,Male,33,Port Marcustown,Greenland,23/06/2023,Sports,471.97,Debit Card,No,1
5fe1271f-da3c-4beb-97b6-b27cbf18d74a,Manuel Lee MD,anthonywest@clark.net,Female,67,Frazierchester,Serbia,04/09/2023,Electronics,425.64,Credit Card,No,1
ef29c0f7-2ebb-4e0a-804f-04e444b0c797,Chelsea Hill,wilsonsteven@richards.net,Female,49,Erinview,Lebanon,13/11/2024,Books,890.82,Credit Card,No,5
97f5d628-75ef-4169-a4a7-02798609a880,Kenneth Mckenzie,charlesjohnson@hotmail.com,Female,39,Lake Tonya,Ireland,17/03/2024,Sports,442.99,Credit Card,No,5
5a5f838f-23ee-4016-b234-15b164e19340,Megan Forbes,scottestes@hotmail.com,Female,46,Martinezfurt,Samoa,24/10/2024,Sports,84.59,Debit Card,No,3
4b4e52fd-9c83-42d2-90b2-b078d3936f3e,Gabriella Daniels,stewartrobert@williams.org,Male,39,New Leahland,Jordan,29/01/2025,Electronics,947.17,PayPal,No,3
a24a7b89-3f22-4d74-a367-b5632f894e9b,Dr. Bryan Strong Jr.,qsmith@rogers-walker.info,Male,60,New Ianstad,Guinea-Bissau,11/08/2024,Beauty,921.33,PayPal,No,5
885f3b06-aefb-486b-a212-b446f39eab73,Kaitlyn Coleman,tgreen@harvey.info,Male,20,Lake Margaretmouth,Saudi Arabia,12/06/2024,Books,687.59,Debit Card,No,3
